"review_index","source_file","source_path","trace_index","fiber_id","nd2_name","tile_name","baseline_9p5_10d","shifted_max","shifted_min","shifted_amplitude","predicted_label","prediction_confidence","reviewed_label","notes"
"50","HPC 0212-5.npz","data/raw/hpc/HPC 0212-5.npz","684","2493","0212-5-B2-40X005","0212-5-B2-40X005","0.0053132728704217164","0.2227777088208052","-0.07827313531999622","0.2227777088208052","no_response","0.47507069837482846","sustained_response",""
"51","HPC 0212-5.npz","data/raw/hpc/HPC 0212-5.npz","33","854","0212-5-B2-40X001","0212-5-B2-40X001","-0.043537624212991156","0.2448232209239431","-0.01766063281817508","0.2448232209239431","no_response","0.4699196821336417","no_response",""
"52","HPC 0212-2.npz","data/raw/hpc/HPC 0212-2.npz","225","3124","0212-2-B2-CA1002","0212-2-B2-CA1002","-0.02570685619747526","0.4091431421286144","-0.037919746611110874","0.4091431421286144","no_response","0.30993625474928127","sustained_response",""
"53","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","74","3524","0120-5-CA1000","0120-5-CA1000","-0.03416773873014654","0.47368271607623286","-0.011278134270331072","0.47368271607623286","no_response","0.23380417533940284","sustained_response",""
"54","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","1307","164","0203-5-A5003","0203-5-A5003","-0.0036396026642592856","0.7453494449508727","-0.3687644339850019","0.7453494449508727","no_response","0.18713112972942655","sustained_response",""
"55","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","1015","3295","0203-3-C5001","0203-3-C5001","-0.009501841324230022","0.8708334082163894","-0.05716508628483417","0.8708334082163894","no_response","0.15128463117641164","dual_peak",""
"56","HPC 0203-2.npz","data/raw/hpc/HPC 0203-2.npz","194","2311","0203-2-A5-40X002","0203-2-A5-40X002","-0.02919681150163364","0.5629463585077998","-0.012957002758695706","0.5629463585077998","no_response","0.11912714688982996","sustained_response",""
"57","HPC 0212-5.npz","data/raw/hpc/HPC 0212-5.npz","2257","3240","0212-5-C2-40X004","0212-5-C2-40X004","-0.016428294813774016","0.5389004636739183","-0.04876877647588604","0.5389004636739183","no_response","0.09297041874231399","sustained_response",""
"58","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","920","4469","0203-4-B5003","0203-4-B5003","0.009385866580395993","0.45045115365200106","-0.051811688111599336","0.45045115365200106","no_response","0.06649088367723256","sustained_response",""
"59","HPC 0212-5.npz","data/raw/hpc/HPC 0212-5.npz","1602","1297","0212-5-B5-40X","0212-5-B5-40X","-0.0031641473887717235","0.22266755353490247","-0.04670678636436625","0.22266755353490247","no_response","0.04205607201361851","no_response",""
"60","HPC 0212-5.npz","data/raw/hpc/HPC 0212-5.npz","787","527","0212-5-B2-40X","0212-5-B2-40X","-0.0017153134335061743","0.24233522142291627","-0.020109346169292393","0.24233522142291627","no_response","0.019619572369274783","no_response",""
"61","HPC 0203-2.npz","data/raw/hpc/HPC 0203-2.npz","362","108","0203-2-B2-40X002","0203-2-B2-40X002","-0.04528560051401285","1.698487452874346","-0.2983581240678434","1.698487452874346","strong_first_peak","0.5833800567315128","strong_first_peak",""
"62","HPC 0203-2.npz","data/raw/hpc/HPC 0203-2.npz","642","3051","0203-2-B2-40X003","0203-2-B2-40X003","-0.03756129568753164","1.4577868562354253","-0.3861910716823961","1.4577868562354253","strong_first_peak","0.5577086056898708","strong_first_peak",""
"63","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","89","2717","0203-5-4x001","0203-5-4x001","-0.012640357027867128","1.7914795360540234","-0.34986462429685283","1.7914795360540234","strong_first_peak","0.553491951342485","strong_first_peak",""
"64","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","1242","1636","0203-5-A5002","0203-5-A5002","-0.01101485309041477","1.474040351668339","-0.1682307214750637","1.474040351668339","strong_first_peak","0.5040595737894052","strong_first_peak",""
"65","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","502","433","0203-5-A2001","0203-5-A2001","-0.027795700529535984","1.9012462669473944","-0.18496724560371505","1.9012462669473944","strong_first_peak","0.49733922093409555","strong_first_peak",""
"66","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","740","3020","0203-3-C2001","0203-3-C2001","-0.03317737841432077","1.3052568043997679","-0.09989842157337686","1.3052568043997679","strong_first_peak","0.49407750783247895","strong_first_peak",""
"67","HPC 0212-5.npz","data/raw/hpc/HPC 0212-5.npz","2707","956","0212-5-C5-40X003","0212-5-C5-40X003","-0.026284842623966718","1.4713971702664095","-0.3405093921766206","1.4713971702664095","strong_first_peak","0.4929347955431407","strong_first_peak",""
"68","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","635","1319","0112-5-CA1","0112-5-CA1","0.09904865607965024","1.7055364522274874","-0.4744551849263713","1.7055364522274874","strong_first_peak","0.4826909617133242","strong_first_peak",""
"69","HPC 0203-2.npz","data/raw/hpc/HPC 0203-2.npz","148","1112","0203-2-A5-40X002","0203-2-A5-40X002","-0.011933245995437405","1.4629126192887743","-0.23257813404149166","1.4629126192887743","strong_first_peak","0.48122678964877363","strong_first_peak",""
"70","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","353","3333","0112-5-CA1003","0112-5-CA1003","-0.028222080815363624","2.4186640557339936","-0.055595604401310866","2.4186640557339936","strong_first_peak","0.4802408676685778","strong_first_peak",""
"71","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","2677","1862","0203-5-C5003","0203-5-C5003","-0.023020424232004608","1.4132230707694768","-0.2858461955735123","1.4132230707694768","strong_first_peak","0.47186839493788757","strong_first_peak",""
"72","HPC 0212-5.npz","data/raw/hpc/HPC 0212-5.npz","715","3759","0212-5-B2-40X005","0212-5-B2-40X005","0.07656001562289907","1.6868208505939617","-0.10586481219425317","1.6868208505939617","strong_first_peak","0.3077922001830033","strong_first_peak",""
"73","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","68","1863","0203-3-B5001","0203-3-B5001","-0.12231484773592656","1.0377472196769117","-0.30107447412515514","1.0377472196769117","strong_first_peak","0.2432977780163649","strong_first_peak",""
"74","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","502","3652","0203-4-B5001","0203-4-B5001","0.05638239060825027","1.065469486350785","-0.09156467943015788","1.065469486350785","strong_first_peak","0.19395198747983336","strong_first_peak",""
"75","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","417","3573","0203-3-B5003","0203-3-B5003","-0.03347531435233357","0.7047556157264322","-0.0066637947854351065","0.7047556157264322","strong_first_peak","0.15417518711285536","strong_first_peak",""
"76","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","2010","4447","0203-5-B5-DG","0203-5-B5-DG","-0.11583216129692027","1.6146610906129024","-0.4524986874973224","1.6146610906129024","strong_first_peak","0.12458559490491322","strong_first_peak",""
"77","HPC 0212-5.npz","data/raw/hpc/HPC 0212-5.npz","458","4284","0212-5-B2-40X003","0212-5-B2-40X003","0.15713273019266027","0.667621266108927","-0.044307992380792804","0.667621266108927","strong_first_peak","0.09158856857467153","sustained_response",""
"78","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","29","1178","0203-5-4x001","0203-5-4x001","0.185827804692018","5.934930799724074","-0.4226033182685715","5.934930799724074","strong_first_peak","0.06775651889954423","strong_first_peak",""
"79","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","357","3448","0112-5-CA1003","0112-5-CA1003","0.010216895202897383","0.9364459228330836","-0.12641380640234542","0.9364459228330836","strong_first_peak","0.04455503344798215","sustained_response",""
"80","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","2272","2814","0203-5-B5002","0203-5-B5002","-0.02157272578095375","1.8365181660511505","-0.025473701099975345","1.8365181660511505","strong_first_peak","0.02392754065845714","strong_first_peak",""
"81","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","1266","2672","0203-5-A5002","0203-5-A5002","-0.030181192991650934","2.7336500254602747","-0.01282886636077699","2.7336500254602747","sustained_response","0.6881973952842948","sustained_response",""
"82","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","417","2127","0112-5-CA1004","0112-5-CA1004","-0.028326756074130783","2.3100231816947017","-0.016554788868601854","2.3100231816947017","sustained_response","0.6676537676116573","sustained_response",""
"83","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","1524","505","0203-5-B5-CA3","0203-5-B5-CA3","-0.023105589186232962","2.8147527080158166","-0.04205420163053713","2.8147527080158166","sustained_response","0.6519868730139927","sustained_response",""
"84","HPC 0212-5.npz","data/raw/hpc/HPC 0212-5.npz","824","1516","0212-5-B2-40X","0212-5-B2-40X","-0.012349325975986425","2.2693505671022693","-0.027073862001298514","2.2693505671022693","sustained_response","0.6112206935926179","sustained_response",""
"85","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","118","2907","0203-4-B2001","0203-4-B2001","-0.19420657883902007","2.4182131549220034","-0.013386129501401056","2.4182131549220034","sustained_response","0.5884192469921695","sustained_response",""
"86","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","2495","2238","0203-5-C5001","0203-5-C5001","0.002617886760689109","2.6300022572810047","-0.02747925469623432","2.6300022572810047","sustained_response","0.5876087419483487","sustained_response",""
"87","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","734","284","0203-5-A2","0203-5-A2","0.0007730871927222531","3.0364351109601646","-0.037204461918938614","3.0364351109601646","sustained_response","0.586832712669119","sustained_response",""
"88","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","1929","2522","0203-5-B5-DG","0203-5-B5-DG","0.012405006617139114","2.6124479058869317","-0.026125378127938748","2.6124479058869317","sustained_response","0.5716415877613762","sustained_response",""
"89","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","727","2372","0203-3-C2001","0203-3-C2001","0.01051900743356164","2.11071446425579","-0.027529897801716073","2.11071446425579","sustained_response","0.5577996584605935","sustained_response",""
"90","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","1059","5668","0203-5-A5-DG","0203-5-A5-DG","-0.3389716259661327","2.496401751256512","-0.059715902455349745","2.496401751256512","sustained_response","0.5470334587111284","sustained_response",""
"91","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","442","1833","0203-4-B5001","0203-4-B5001","-0.007882074746648772","2.454110151659487","-0.020504714859677795","2.454110151659487","sustained_response","0.5403610060311234","sustained_response",""
"92","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","274","52","0203-3-B5003","0203-3-B5003","-0.15526689723434767","2.7364071028790486","-0.02139900485481505","2.7364071028790486","sustained_response","0.33520048936603836","sustained_response",""
"93","HPC 0212-1.npz","data/raw/hpc/HPC 0212-1.npz","495","295","0212-1-B2-DG","0212-1-B2-DG","-0.1132656273009949","1.7754728775478676","-0.030061858777188616","1.7754728775478676","sustained_response","0.2489533851216467","sustained_response",""
"94","HPC 0203-2.npz","data/raw/hpc/HPC 0203-2.npz","730","2372","0203-2-B2-40X","0203-2-B2-40X","0.024588442575916806","1.8659167911153625","-0.062155039776301366","1.8659167911153625","sustained_response","0.18975609587690984","sustained_response",""
"95","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","280","155","0203-3-B5003","0203-3-B5003","-0.1346457724676726","4.6690999658613315","-0.176228293446436","4.6690999658613315","sustained_response","0.14316461649078355","sustained_response",""
"96","HPC 0212-2.npz","data/raw/hpc/HPC 0212-2.npz","211","2344","0212-2-B2-CA1002","0212-2-B2-CA1002","0.2476341427970666","4.287727438180033","-0.16283334397675042","4.287727438180033","sustained_response","0.10475506108175735","sustained_response",""
"97","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","2482","1894","0203-5-C5001","0203-5-C5001","-0.04460866585162493","1.5676430087359188","-0.01886764320549235","1.5676430087359188","sustained_response","0.07848204733765055","sustained_response",""
"98","HPC 0203-2.npz","data/raw/hpc/HPC 0203-2.npz","463","2761","0203-2-B2-40X002","0203-2-B2-40X002","0.0839614818511949","1.7198448771129526","-0.0482151055687625","1.7198448771129526","sustained_response","0.058033899289495636","sustained_response",""
"99","HPC 0212-1.npz","data/raw/hpc/HPC 0212-1.npz","146","5476","0212-1-B2-DG001","0212-1-B2-DG001","-0.04627680856415696","2.332607501121368","-0.031134370885823187","2.332607501121368","sustained_response","0.033434295146554174","sustained_response",""
"100","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","262","3502","0203-3-B5002","0203-3-B5002","0.019556691622604903","4.140353117522586","-0.2363151706709148","4.140353117522586","sustained_response","0.020869888432717944","second_peak",""
"101","HPC 0212-5.npz","data/raw/hpc/HPC 0212-5.npz","2084","2582","0212-5-C2-40X003","0212-5-C2-40X003","-0.029135691958842514","0.31262080483891874","-0.44379878935820233","0.44379878935820233","weak_first_peak","0.6237378490514867","strong_first_peak",""
"102","HPC 0212-5.npz","data/raw/hpc/HPC 0212-5.npz","579","3779","0212-5-B2-40X004","0212-5-B2-40X004","-0.010694836660489704","0.3651868928389173","-0.3951028904670571","0.3951028904670571","weak_first_peak","0.6150165807988535","strong_first_peak",""
"103","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","322","644","0120-5-CA1003","0120-5-CA1003","-0.02840935823208223","0.357261782517696","-0.38595521222465573","0.38595521222465573","weak_first_peak","0.6144261636224746","weak_first_peak",""
"104","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","2084","939","0203-4-C5003","0203-4-C5003","-0.02372591985864011","0.3078306708031364","-0.5083712280782321","0.5083712280782321","weak_first_peak","0.5950904398025363","strong_first_peak",""
"105","HPC 0212-5.npz","data/raw/hpc/HPC 0212-5.npz","2000","377","0212-5-C2-40X003","0212-5-C2-40X003","-0.02698148621178508","0.15436932280270674","-0.4245817885761588","0.4245817885761588","weak_first_peak","0.5919501456986433","weak_first_peak",""
"106","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","433","2745","0112-5-CA1004","0112-5-CA1004","-0.02769559119973942","0.21787429293971614","-0.34079937377283587","0.34079937377283587","weak_first_peak","0.5906889709761896","strong_first_peak",""
"107","HPC 0212-5.npz","data/raw/hpc/HPC 0212-5.npz","2203","1889","0212-5-C2-40X004","0212-5-C2-40X004","0.028289309615580162","0.20859637910536957","-0.4987552518956057","0.4987552518956057","weak_first_peak","0.5900321788005675","weak_first_peak",""
"108","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","1921","2277","0203-5-B5-DG","0203-5-B5-DG","-0.0631691725375887","0.39589160103681914","-0.375199712860964","0.39589160103681914","weak_first_peak","0.5867141473645204","strong_first_peak",""
"109","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","1811","17","0203-5-B5-DG","0203-5-B5-DG","-0.03603459862646134","0.4199977098314007","-0.3924955594295549","0.4199977098314007","weak_first_peak","0.5837127143802094","strong_first_peak",""
"110","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","206","2134","0203-3-B5002","0203-3-B5002","-0.016622263974210193","0.21190366742340713","-0.41075877676189826","0.41075877676189826","weak_first_peak","0.5785466065927738","weak_first_peak",""
"111","HPC 0212-5.npz","data/raw/hpc/HPC 0212-5.npz","776","211","0212-5-B2-40X","0212-5-B2-40X","-0.044686469284429375","0.19739947311467332","-0.3071092046911107","0.3071092046911107","weak_first_peak","0.5755801152324119","weak_first_peak",""
"112","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","1722","6494","0203-4-C5-DG","0203-4-C5-DG","-0.024405799274467736","0.31513228163866475","-0.5092353536719529","0.5092353536719529","weak_first_peak","0.39026421344397316","strong_first_peak",""
