"review_index","source_file","source_path","trace_index","fiber_id","nd2_name","tile_name","baseline_9p5_10d","shifted_max","shifted_min","shifted_amplitude","label_round_id","label_file","original_reviewed_label","reviewed_label","notes"
"14","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","310","2264","0112-5-CA1003","0112-5-CA1003","-0.014114061415418572","15.137250231578985","-0.13573616865499372","15.137250231578985","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","sustained_response","sustained_response",""
"15","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","318","2351","0112-5-CA1003","0112-5-CA1003","-0.010871256688281613","0.21768786910920476","-0.062216129448647996","0.21768786910920476","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","no_response","no_response",""
"16","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","327","2588","0112-5-CA1003","0112-5-CA1003","-0.011846295958407194","0.23165899276073193","-0.020875577480238265","0.23165899276073193","hpc_random100","review_rounds/hpc_random100_reviewed_labels.csv","no_response","no_response",""
"17","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","353","3333","0112-5-CA1003","0112-5-CA1003","-0.028222080815363624","2.4186640557339936","-0.055595604401310866","2.4186640557339936","hpc_model_round1","review_rounds/hpc_model_round1_reviewed_labels.csv","strong_first_peak","strong_first_peak",""
"18","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","357","3448","0112-5-CA1003","0112-5-CA1003","0.010216895202897383","0.9364459228330836","-0.12641380640234542","0.9364459228330836","hpc_model_round1","review_rounds/hpc_model_round1_reviewed_labels.csv","sustained_response","sustained_response",""
"19","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","379","528","0112-5-CA1004","0112-5-CA1004","0.24359051455658387","20.049489983310426","-0.18990608160591452","20.049489983310426","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","sustained_response","sustained_response",""
"20","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","380","604","0112-5-CA1004","0112-5-CA1004","-0.15868190523996575","1.2467257811230403","-0.06368877853630861","1.2467257811230403","hpc_targeted_round3","review_rounds/hpc_targeted_round3_reviewed_labels.csv","sustained_response","sustained_response",""
"21","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","393","1061","0112-5-CA1004","0112-5-CA1004","-0.047897599741424386","4.167462786647196","-0.05358204777877532","4.167462786647196","hpc_model_round2","review_rounds/hpc_model_round2_reviewed_labels.csv","second_peak","complex",""
"22","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","401","1576","0112-5-CA1004","0112-5-CA1004","0.030398772627673893","0.7970771535867422","-0.09016188453665963","0.7970771535867422","hpc_targeted_round3","review_rounds/hpc_targeted_round3_reviewed_labels.csv","sustained_response","sustained_response",""
"23","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","407","1742","0112-5-CA1004","0112-5-CA1004","0.05131066437584192","2.2951011158410304","-0.11299856719788348","2.2951011158410304","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","second_peak","complex",""
"24","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","417","2127","0112-5-CA1004","0112-5-CA1004","-0.028326756074130783","2.3100231816947017","-0.016554788868601854","2.3100231816947017","hpc_model_round1","review_rounds/hpc_model_round1_reviewed_labels.csv","sustained_response","sustained_response",""
"25","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","433","2745","0112-5-CA1004","0112-5-CA1004","-0.02769559119973942","0.21787429293971614","-0.34079937377283587","0.34079937377283587","hpc_model_round1","review_rounds/hpc_model_round1_reviewed_labels.csv","strong_first_peak","strong_first_peak",""
"26","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","488","4342","0112-5-CA1004","0112-5-CA1004","-0.0024680988231559646","0.0151712329981499","-0.6778776457360904","0.6778776457360904","hpc_random100","review_rounds/hpc_random100_reviewed_labels.csv","inhibition","inhibition",""
"27","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","533","941","0112-5-CA1005","0112-5-CA1005","0.28573220155827134","1.0244643564426197","-0.5039803322136011","1.0244643564426197","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","weak_first_peak","weak_first_peak",""
"28","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","534","955","0112-5-CA1005","0112-5-CA1005","-0.02051257001216833","0.22559963618149595","-0.08039450540352033","0.22559963618149595","hpc_model_round1","review_rounds/hpc_model_round1_reviewed_labels.csv","no_response","no_response",""
"29","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","552","2016","0112-5-CA1005","0112-5-CA1005","-0.07514224841074474","0.5756786120093829","-0.0729710791682803","0.5756786120093829","hpc_random_forest_second_dual_round6","review_rounds/hpc_random_forest_second_dual_round6_reviewed_labels.csv","second_peak","complex",""
"30","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","635","1319","0112-5-CA1","0112-5-CA1","0.09904865607965024","1.7055364522274874","-0.4744551849263713","1.7055364522274874","hpc_model_round1","review_rounds/hpc_model_round1_reviewed_labels.csv","strong_first_peak","strong_first_peak",""
"31","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","649","1851","0112-5-CA1","0112-5-CA1","0.023320047431375588","2.3750288368268717","-0.20760700624350073","2.3750288368268717","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","second_peak","second_peak",""
"32","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","650","1852","0112-5-CA1","0112-5-CA1","-0.06837560380957093","0.25734478174395775","-0.3338633081851247","0.3338633081851247","hpc_targeted_round3","review_rounds/hpc_targeted_round3_reviewed_labels.csv","weak_first_peak","weak_first_peak",""
"33","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","656","1985","0112-5-CA1","0112-5-CA1","0.7547506629147805","17.494547527648724","-0.4595799303184066","17.494547527648724","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","sustained_response","sustained_response",""
"34","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","679","3111","0112-5-CA1","0112-5-CA1","0.14590859302447953","2.201522400041832","-0.5263806622848498","2.201522400041832","hpc_random100","review_rounds/hpc_random100_reviewed_labels.csv","strong_first_peak","strong_first_peak",""
"35","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","685","3326","0112-5-CA1","0112-5-CA1","-0.21901804587208923","0.03630653128113373","-0.3013687096784951","0.3013687096784951","hpc_targeted_round3","review_rounds/hpc_targeted_round3_reviewed_labels.csv","inhibition","inhibition",""
"36","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","696","3685","0112-5-CA1","0112-5-CA1","0.038814936946264963","0.27497084780157766","-0.26386204854616363","0.27497084780157766","hpc_model_round2","review_rounds/hpc_model_round2_reviewed_labels.csv","strong_first_peak","strong_first_peak",""
"37","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","699","3741","0112-5-CA1","0112-5-CA1","-0.014006881110276205","0.15535670110190983","-0.4222250425169123","0.4222250425169123","hpc_targeted_round3","review_rounds/hpc_targeted_round3_reviewed_labels.csv","weak_first_peak","weak_first_peak",""
"38","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","714","4297","0112-5-CA1","0112-5-CA1","-0.007293689498681939","0.25768808363722484","-0.02122450407992678","0.25768808363722484","hpc_model_round1","review_rounds/hpc_model_round1_reviewed_labels.csv","no_response","no_response",""
"39","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","719","4431","0112-5-CA1","0112-5-CA1","-0.0053253270713989175","1.5308265911739736","-0.06319439609493617","1.5308265911739736","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","second_peak","second_peak",""
"40","HPC 0120-3.npz","data/raw/hpc/HPC 0120-3.npz","0","3","0120-3-CA1001","0120-3-CA1001","-0.01526816248402005","0.26889074094714527","-0.3398138934584112","0.3398138934584112","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","weak_first_peak","weak_first_peak",""
"41","HPC 0120-3.npz","data/raw/hpc/HPC 0120-3.npz","2","25","0120-3-CA1001","0120-3-CA1001","-0.323598504850928","2.427563957288865","-0.04366237153045244","2.427563957288865","hpc_model_round2","review_rounds/hpc_model_round2_reviewed_labels.csv","sustained_response","sustained_response",""
"42","HPC 0120-3.npz","data/raw/hpc/HPC 0120-3.npz","10","341","0120-3-CA1001","0120-3-CA1001","0.011304869578744513","0.3059944188166236","-0.08724412370272364","0.3059944188166236","hpc_model_round1","review_rounds/hpc_model_round1_reviewed_labels.csv","no_response","no_response",""
"43","HPC 0120-3.npz","data/raw/hpc/HPC 0120-3.npz","32","1286","0120-3-CA1001","0120-3-CA1001","-0.006530146351304274","0.29892914598084297","-0.07286576861951786","0.29892914598084297","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","sustained_response","sustained_response",""
"44","HPC 0120-3.npz","data/raw/hpc/HPC 0120-3.npz","34","1355","0120-3-CA1001","0120-3-CA1001","0.6273912576694386","20.784848862322676","-0.9030519393742099","20.784848862322676","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","strong_first_peak","strong_first_peak",""
"45","HPC 0120-3.npz","data/raw/hpc/HPC 0120-3.npz","35","1373","0120-3-CA1001","0120-3-CA1001","0.02324235154350417","3.7969086711313276","-0.2062703216437948","3.7969086711313276","hpc_model_round2","review_rounds/hpc_model_round2_reviewed_labels.csv","second_peak","complex",""
"46","HPC 0120-3.npz","data/raw/hpc/HPC 0120-3.npz","48","2076","0120-3-CA1001","0120-3-CA1001","-0.04372384417292374","0.5439221764578174","-0.043002875021608475","0.5439221764578174","hpc_random100","review_rounds/hpc_random100_reviewed_labels.csv","weak_first_peak","weak_first_peak",""
"47","HPC 0120-3.npz","data/raw/hpc/HPC 0120-3.npz","53","2503","0120-3-CA1001","0120-3-CA1001","-0.012946999016249771","2.1757142879334364","-0.04210683402298467","2.1757142879334364","hpc_model_round2","review_rounds/hpc_model_round2_reviewed_labels.csv","strong_first_peak","strong_first_peak",""
"48","HPC 0120-3.npz","data/raw/hpc/HPC 0120-3.npz","74","3877","0120-3-CA1001","0120-3-CA1001","0.2045557366780703","4.077926230091688","-0.9166967101249577","4.077926230091688","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","weak_first_peak","weak_first_peak",""
"49","HPC 0120-3.npz","data/raw/hpc/HPC 0120-3.npz","82","4375","0120-3-CA1001","0120-3-CA1001","-0.013351858257809003","0.07923631153328584","-0.32126580830873674","0.32126580830873674","hpc_targeted_round3","review_rounds/hpc_targeted_round3_reviewed_labels.csv","inhibition","inhibition",""
"50","HPC 0120-3.npz","data/raw/hpc/HPC 0120-3.npz","101","5783","0120-3-CA1001","0120-3-CA1001","1.1877271108564023","0.20590723347830764","-1.4657979091980562","1.4657979091980562","hpc_random100","review_rounds/hpc_random100_reviewed_labels.csv","inhibition","inhibition",""
"51","HPC 0120-3.npz","data/raw/hpc/HPC 0120-3.npz","131","1577","0120-3-CA1","0120-3-CA1","-0.03011449714473415","3.2775107836710684","-0.04952260007473146","3.2775107836710684","hpc_targeted_round3","review_rounds/hpc_targeted_round3_reviewed_labels.csv","sustained_response","sustained_response",""
"52","HPC 0120-3.npz","data/raw/hpc/HPC 0120-3.npz","174","4139","0120-3-CA1","0120-3-CA1","0.8300015961039463","20.81991396463371","-0.7481963154282716","20.81991396463371","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","strong_first_peak","strong_first_peak",""
"53","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","71","3415","0120-5-CA1000","0120-5-CA1000","0.10120329756377938","0.4545022882781376","-0.09263461476131175","0.4545022882781376","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","sustained_response","sustained_response",""
"54","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","74","3524","0120-5-CA1000","0120-5-CA1000","-0.03416773873014654","0.47368271607623286","-0.011278134270331072","0.47368271607623286","hpc_model_round1","review_rounds/hpc_model_round1_reviewed_labels.csv","sustained_response","sustained_response",""
"55","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","111","1178","0120-5-CA1001","0120-5-CA1001","0.024332929693393388","0.4480178269990529","-0.08151325705101647","0.4480178269990529","hpc_model_round2","review_rounds/hpc_model_round2_reviewed_labels.csv","second_peak","complex",""
"56","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","115","1263","0120-5-CA1001","0120-5-CA1001","-0.011643756290535085","0.13335694569856987","-0.20689194696964572","0.20689194696964572","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","no_response","no_response",""
"57","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","124","1637","0120-5-CA1001","0120-5-CA1001","0.04039621835807822","0.044809490135665056","-0.20453307181977085","0.20453307181977085","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","no_response","no_response",""
"58","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","131","1922","0120-5-CA1001","0120-5-CA1001","0.059246575786234934","0.052662306835824554","-0.21961952758236733","0.21961952758236733","hpc_model_round2","review_rounds/hpc_model_round2_reviewed_labels.csv","inhibition","inhibition",""
"59","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","150","2960","0120-5-CA1001","0120-5-CA1001","0.003283064763060251","0.26988756694175386","-0.07735425814800856","0.26988756694175386","hpc_random100","review_rounds/hpc_random100_reviewed_labels.csv","no_response","no_response",""
"60","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","168","3655","0120-5-CA1001","0120-5-CA1001","0.03136164826943025","0.3409429211067634","-0.07035484684620101","0.3409429211067634","hpc_model_round2","review_rounds/hpc_model_round2_reviewed_labels.csv","sustained_response","sustained_response",""
"61","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","196","4955","0120-5-CA1001","0120-5-CA1001","0.0009650581103574043","0.15386087476675192","-0.22429617329871304","0.22429617329871304","hpc_targeted_round3","review_rounds/hpc_targeted_round3_reviewed_labels.csv","no_response","no_response",""
"62","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","237","1659","0120-5-CA1002","0120-5-CA1002","0.11268670654045931","0.6117631635539207","-0.5008855094768465","0.6117631635539207","hpc_random_forest_second_dual_round6","review_rounds/hpc_random_forest_second_dual_round6_reviewed_labels.csv","second_peak","complex",""
"63","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","253","2272","0120-5-CA1002","0120-5-CA1002","-0.00918805671431867","0.16508975402800966","-0.35903047123551834","0.35903047123551834","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","no_response","no_response",""
"64","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","293","3813","0120-5-CA1002","0120-5-CA1002","-0.01633195653927171","0.49110582775093287","-0.17369462095722737","0.49110582775093287","hpc_model_round2","review_rounds/hpc_model_round2_reviewed_labels.csv","no_response","no_response",""
"65","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","296","3885","0120-5-CA1002","0120-5-CA1002","0.05867677487829513","0.40435668627749916","-0.3959427719444419","0.40435668627749916","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","weak_first_peak","weak_first_peak",""
"66","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","300","3940","0120-5-CA1002","0120-5-CA1002","0.021390458481282577","4.230147520025593","-0.07331645793725389","4.230147520025593","hpc_random100","review_rounds/hpc_random100_reviewed_labels.csv","sustained_response","sustained_response",""
"67","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","319","564","0120-5-CA1003","0120-5-CA1003","0.054895549827992066","0.6437675403759071","-0.18076993197190594","0.6437675403759071","hpc_model_round2","review_rounds/hpc_model_round2_reviewed_labels.csv","weak_first_peak","weak_first_peak",""
"68","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","322","644","0120-5-CA1003","0120-5-CA1003","-0.02840935823208223","0.357261782517696","-0.38595521222465573","0.38595521222465573","hpc_model_round1","review_rounds/hpc_model_round1_reviewed_labels.csv","weak_first_peak","strong_first_peak",""
"69","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","329","960","0120-5-CA1003","0120-5-CA1003","0.001985506573859817","1.1992799366438798","-0.10663555631758742","1.1992799366438798","hpc_random100","review_rounds/hpc_random100_reviewed_labels.csv","strong_first_peak","strong_first_peak",""
"70","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","394","3851","0120-5-CA1003","0120-5-CA1003","-0.021907112903825104","0.2699645992219649","-0.48364816074649797","0.48364816074649797","hpc_targeted_round3","review_rounds/hpc_targeted_round3_reviewed_labels.csv","weak_first_peak","weak_first_peak",""
"71","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","422","340","0120-5-CA1004","0120-5-CA1004","-0.003180710949034849","0.43363413286869656","-0.08089207986755284","0.43363413286869656","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","second_peak","second_peak",""
"72","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","424","354","0120-5-CA1004","0120-5-CA1004","0.00464788785030519","0.34230955829706394","-0.03022187209094637","0.34230955829706394","hpc_random100","review_rounds/hpc_random100_reviewed_labels.csv","no_response","sustained_response",""
"73","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","437","836","0120-5-CA1004","0120-5-CA1004","0.07158245750999352","0.25082806559240656","-0.05230154704593523","0.25082806559240656","hpc_model_round2","review_rounds/hpc_model_round2_reviewed_labels.csv","no_response","no_response",""
"74","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","447","1224","0120-5-CA1004","0120-5-CA1004","0.23320923829216608","11.099987102186786","-0.907072926823863","11.099987102186786","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","strong_first_peak","strong_first_peak",""
"75","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","510","3545","0120-5-CA1004","0120-5-CA1004","-0.025757796780431608","2.759135029689599","-0.07165861004896071","2.759135029689599","hpc_targeted_round3","review_rounds/hpc_targeted_round3_reviewed_labels.csv","second_peak","second_peak",""
"76","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","525","4077","0120-5-CA1004","0120-5-CA1004","-0.005820587422189265","0.12657292631504705","-0.4823327668347089","0.4823327668347089","hpc_targeted_round3","review_rounds/hpc_targeted_round3_reviewed_labels.csv","weak_first_peak","weak_first_peak",""
"77","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","533","4444","0120-5-CA1004","0120-5-CA1004","0.020498856965841073","0.20474339866539182","-0.04028419124768933","0.20474339866539182","hpc_model_round1","review_rounds/hpc_model_round1_reviewed_labels.csv","strong_first_peak","strong_first_peak",""
"78","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","553","104","0120-5-CA1005","0120-5-CA1005","-0.025235490990532922","0.2699608758185028","-0.43068996913440777","0.43068996913440777","hpc_model_round2","review_rounds/hpc_model_round2_reviewed_labels.csv","weak_first_peak","weak_first_peak",""
"79","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","573","457","0120-5-CA1005","0120-5-CA1005","-0.03311282036094007","0.5694811501895597","-0.021192490337673307","0.5694811501895597","hpc_random100","review_rounds/hpc_random100_reviewed_labels.csv","sustained_response","sustained_response",""
"80","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","588","664","0120-5-CA1005","0120-5-CA1005","0.032946780729158104","0.05554714896146168","-0.9385530940593387","0.9385530940593387","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","inhibition","inhibition",""
"81","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","650","2496","0120-5-CA1005","0120-5-CA1005","-0.007056037997044381","0.033183465605311165","-0.7012057710842305","0.7012057710842305","hpc_random100","review_rounds/hpc_random100_reviewed_labels.csv","inhibition","inhibition",""
"82","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","680","3289","0120-5-CA1005","0120-5-CA1005","0.024284950885851295","0.3385293143574608","-0.06470870233848686","0.3385293143574608","hpc_targeted_round3","review_rounds/hpc_targeted_round3_reviewed_labels.csv","strong_first_peak","sustained_response",""
"83","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","707","4205","0120-5-CA1005","0120-5-CA1005","-0.03291533853552306","0.24166863805993538","-0.068103459699766","0.24166863805993538","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","no_response","no_response",""
"84","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","712","4275","0120-5-CA1005","0120-5-CA1005","-0.05339289636122279","4.929655034021393","-0.05968426402096475","4.929655034021393","hpc_targeted_round3","review_rounds/hpc_targeted_round3_reviewed_labels.csv","sustained_response","sustained_response",""
"85","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","716","4515","0120-5-CA1005","0120-5-CA1005","-0.03719477158628261","4.520287034640943","-0.034553506112844454","4.520287034640943","hpc_targeted_round3","review_rounds/hpc_targeted_round3_reviewed_labels.csv","second_peak","second_peak",""
"86","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","745","126","0120-5-CA1006","0120-5-CA1006","0.03567408639363956","0.7528745083066667","-0.11533570857169496","0.7528745083066667","hpc_random_forest_second_dual_round6","review_rounds/hpc_random_forest_second_dual_round6_reviewed_labels.csv","second_peak","complex",""
"87","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","756","385","0120-5-CA1006","0120-5-CA1006","-0.01565465844665856","4.3833843475035765","-0.27522258770028807","4.3833843475035765","hpc_random100","review_rounds/hpc_random100_reviewed_labels.csv","sustained_response","sustained_response",""
"88","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","765","700","0120-5-CA1006","0120-5-CA1006","-0.0018175701592242645","0.07785965529352495","-0.20633854755569295","0.20633854755569295","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","no_response","no_response",""
"89","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","766","708","0120-5-CA1006","0120-5-CA1006","0.007490981698115122","0.5959839499310172","-0.595752554289357","0.5959839499310172","hpc_random_forest_second_dual_round6","review_rounds/hpc_random_forest_second_dual_round6_reviewed_labels.csv","second_peak","second_peak",""
"90","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","768","909","0120-5-CA1006","0120-5-CA1006","-0.023543060678723287","0.23279545483253802","-0.472666848509024","0.472666848509024","hpc_model_round2","review_rounds/hpc_model_round2_reviewed_labels.csv","strong_first_peak","strong_first_peak",""
"91","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","798","2019","0120-5-CA1006","0120-5-CA1006","-0.030099545265609887","0.11306824460681694","-0.4592357862277301","0.4592357862277301","hpc_model_round2","review_rounds/hpc_model_round2_reviewed_labels.csv","no_response","no_response",""
"92","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","804","2182","0120-5-CA1006","0120-5-CA1006","-0.025556982587866886","1.009213575554427","-0.04336668812594707","1.009213575554427","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","sustained_response","sustained_response",""
