"review_index","source_file","source_path","trace_index","fiber_id","nd2_name","tile_name","baseline_9p5_10d","shifted_max","shifted_min","shifted_amplitude","predicted_label","prediction_confidence","reviewed_label","notes"
"32","HPC 0212-2.npz","data/raw/hpc/HPC 0212-2.npz","329","2731","0212-2-B2-CA1","0212-2-B2-CA1","0.00004291283626836266","0.016313364642371334","-0.44826857139945636","0.44826857139945636","inhibition","0.6163963959528145","inhibition",""
"33","HPC 0212-5.npz","data/raw/hpc/HPC 0212-5.npz","1991","146","0212-5-C2-40X003","0212-5-C2-40X003","0.06047892138535201","0.010012884519326963","-0.7474404046059451","0.7474404046059451","inhibition","0.5490831393014448","inhibition",""
"34","HPC 0212-5.npz","data/raw/hpc/HPC 0212-5.npz","2989","835","0212-5-C5-40X005","0212-5-C5-40X005","0.059832039304033115","0.07493603938767471","-0.5712250002594859","0.5712250002594859","inhibition","0.4852577988987165","inhibition",""
"35","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","1136","86","0203-4-C2002","0203-4-C2002","0.01093406872049354","0.09307109476616444","-0.6773342298682377","0.6773342298682377","inhibition","0.41859781297487164","inhibition",""
"36","HPC 0212-5.npz","data/raw/hpc/HPC 0212-5.npz","2276","481","0212-5-C2-40X","0212-5-C2-40X","0.01707620701699645","0.16236780623916697","-0.6793233537868303","0.6793233537868303","inhibition","0.34786603155638596","inhibition",""
"37","HPC 0212-5.npz","data/raw/hpc/HPC 0212-5.npz","249","2934","0212-5-B2-40X002","0212-5-B2-40X002","-0.02482085849237112","0.04656487056169844","-0.23255296110459542","0.23255296110459542","inhibition","0.2828895994709956","inhibition",""
"38","HPC 0212-2.npz","data/raw/hpc/HPC 0212-2.npz","65","2057","0212-2-B2-CA1001","0212-2-B2-CA1001","0.011806528537757629","0.02624083588172956","-0.24656354879380046","0.24656354879380046","inhibition","0.21795762317633818","inhibition",""
"39","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","662","869","0203-3-C2001","0203-3-C2001","0.029516472251737296","0.025617068298262272","-0.251211722987567","0.251211722987567","inhibition","0.1531931340579343","inhibition",""
"40","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","131","1922","0120-5-CA1001","0120-5-CA1001","0.059246575786234934","0.052662306835824554","-0.21961952758236733","0.21961952758236733","inhibition","0.07737765106074285","inhibition",""
"41","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","2270","2785","0203-5-B5002","0203-5-B5002","-0.07050186202998437","0.223005718229994","-0.007285956112312489","0.223005718229994","no_response","0.6009319203827127","sustained_response",""
"42","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","2378","2309","0203-5-B5003","0203-5-B5003","-0.005171119195361158","0.21233269374425856","-0.0034602761522507797","0.21233269374425856","no_response","0.5127350034378012","sustained_response",""
"43","HPC 0212-5.npz","data/raw/hpc/HPC 0212-5.npz","930","1146","0212-5-B5-40X001","0212-5-B5-40X001","-0.05133453979718574","0.23627214935247626","-0.006062279544566014","0.23627214935247626","no_response","0.49047578105749623","no_response",""
"44","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","333","1514","0203-4-B2003","0203-4-B2003","-0.005131505228792758","0.2299994161833929","-0.027929946738151766","0.2299994161833929","no_response","0.49013901847155655","no_response",""
"45","HPC 0212-1.npz","data/raw/hpc/HPC 0212-1.npz","158","5948","0212-1-B2-DG001","0212-1-B2-DG001","0.0011024615415729897","0.32250609731539576","-0.03864540409123866","0.32250609731539576","no_response","0.4879089156210376","no_response",""
"46","HPC 0212-5.npz","data/raw/hpc/HPC 0212-5.npz","2599","1806","0212-5-C5-40X002","0212-5-C5-40X002","-0.013632058851362653","0.2012839647455063","-0.072244406831701","0.2012839647455063","no_response","0.48362353922684825","no_response",""
"47","HPC 0203-2.npz","data/raw/hpc/HPC 0203-2.npz","2","77","0203-2-A5-40X001","0203-2-A5-40X001","-0.009537985493724671","0.26923699908645005","-0.011160205374946434","0.26923699908645005","no_response","0.4779295140733276","no_response",""
"48","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","1652","977","0203-5-B5-DG001","0203-5-B5-DG001","-0.0215973942452956","0.22123909877611414","-0.013870794250079584","0.22123909877611414","no_response","0.4755884154372899","no_response",""
"49","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","1031","4905","0203-5-A5-DG","0203-5-A5-DG","-0.02829043648837092","0.2116876689604956","-0.01570663834844877","0.2116876689604956","no_response","0.4754773893999677","no_response",""
"50","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","1021","4633","0203-5-A5-DG","0203-5-A5-DG","-0.004743090170957577","0.20726069566608288","-0.06356379618312198","0.20726069566608288","no_response","0.4619544329529444","no_response",""
"51","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","2153","2741","0203-4-C5003","0203-4-C5003","0.016797304548623826","0.20670916958251737","-0.04680425418359518","0.20670916958251737","no_response","0.4545470879933562","no_response",""
"52","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","765","358","0203-3-C2002","0203-3-C2002","-0.046530905772421464","0.2849451903374581","-0.009585596283858966","0.2849451903374581","no_response","0.2863958579381172","sustained_response",""
"53","HPC 0212-5.npz","data/raw/hpc/HPC 0212-5.npz","2635","2558","0212-5-C5-40X002","0212-5-C5-40X002","-0.08107841893471167","0.2680280777226775","-0.015007959996666806","0.2680280777226775","no_response","0.23022970725030367","sustained_response",""
"54","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","437","836","0120-5-CA1004","0120-5-CA1004","0.07158245750999352","0.25082806559240656","-0.05230154704593523","0.25082806559240656","no_response","0.18813975669096047","no_response",""
"55","HPC 0212-5.npz","data/raw/hpc/HPC 0212-5.npz","1780","2170","0212-5-C2-40X001","0212-5-C2-40X001","0.012963226091105675","0.21297152805580122","-0.16635114174117227","0.21297152805580122","no_response","0.15288710337174177","strong_first_peak",""
"56","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","1836","286","0203-5-B5-DG","0203-5-B5-DG","-0.04364142043991283","0.21459368774909604","-0.04062999046452667","0.21459368774909604","no_response","0.12273810204073467","sustained_response",""
"57","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","1350","1995","0203-4-C2003","0203-4-C2003","0.001150141096302052","0.5865247309864482","-0.036383122161502975","0.5865247309864482","no_response","0.09505564615951516","sustained_response",""
"58","HPC 0212-5.npz","data/raw/hpc/HPC 0212-5.npz","846","1915","0212-5-B2-40X","0212-5-B2-40X","0.009086928239362623","0.3023406910959384","-0.12509428764948896","0.3023406910959384","no_response","0.06738340405973992","strong_first_peak",""
"59","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","293","3813","0120-5-CA1002","0120-5-CA1002","-0.01633195653927171","0.49110582775093287","-0.17369462095722737","0.49110582775093287","no_response","0.04499714036442708","no_response",""
"60","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","570","2232","0203-5-A2001","0203-5-A2001","-0.00012917961240980442","0.4754733464068987","-0.5638669402415599","0.5638669402415599","no_response","0.020778164231499714","strong_first_peak",""
"61","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","448","4435","0203-5-A2-DG","0203-5-A2-DG","-0.0184135304514351","5.201001017949388","-0.08480214727459502","5.201001017949388","second_peak","0.5742515799443494","second_peak",""
"62","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","977","2260","0203-3-C5001","0203-3-C5001","0.007100320388356383","4.921356717163485","-0.0520170576813811","4.921356717163485","second_peak","0.5000080956023699","second_peak",""
"63","HPC 0120-3.npz","data/raw/hpc/HPC 0120-3.npz","35","1373","0120-3-CA1001","0120-3-CA1001","0.02324235154350417","3.7969086711313276","-0.2062703216437948","3.7969086711313276","second_peak","0.39861465541711844","second_peak",""
"64","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","2572","1697","0203-5-C5002","0203-5-C5002","0.008785099960403246","3.9654677183021434","-0.05735694440232907","3.9654677183021434","second_peak","0.3856133750373665","second_peak",""
"65","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","2454","1189","0203-5-C5001","0203-5-C5001","-0.010848652327297932","3.1984753722396286","-0.026137368185104176","3.1984753722396286","second_peak","0.3382269157148","second_peak",""
"66","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","1333","1636","0203-4-C2003","0203-4-C2003","-0.03653358987705992","4.668662551635601","-0.025109955210931352","4.668662551635601","second_peak","0.3378192734807411","second_peak",""
"67","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","1229","1032","0203-5-A5002","0203-5-A5002","-0.03849018953112799","5.203730771935917","-0.17554506289182725","5.203730771935917","second_peak","0.2619281496365977","second_peak",""
"68","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","656","2945","0203-4-B5002","0203-4-B5002","-0.07209683779732713","5.729064108096592","-0.03282493531590491","5.729064108096592","second_peak","0.25614980250372266","second_peak",""
"69","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","54","1531","0203-3-B5001","0203-3-B5001","0.024472075259499543","4.722578123673001","-0.06226151579057779","4.722578123673001","second_peak","0.24514544114486556","second_peak",""
"70","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","424","1389","0203-4-B5001","0203-4-B5001","0.02805662664453403","6.905217526724472","-0.07639496598839438","6.905217526724472","second_peak","0.2443476083408254","second_peak",""
"71","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","393","1061","0112-5-CA1004","0112-5-CA1004","-0.047897599741424386","4.167462786647196","-0.05358204777877532","4.167462786647196","second_peak","0.22905819348484086","second_peak",""
"72","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","1125","1586","0203-5-A5001","0203-5-A5001","0.022810847517907136","2.6971053861557692","-0.07259333921152318","2.6971053861557692","second_peak","0.19667032581676885","second_peak",""
"73","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","871","301","0203-5-A5-DG","0203-5-A5-DG","0.0031200586715717043","6.691593542307242","-0.0294198186349176","6.691593542307242","second_peak","0.16438791240301898","second_peak",""
"74","HPC 0203-2.npz","data/raw/hpc/HPC 0203-2.npz","597","1864","0203-2-B2-40X003","0203-2-B2-40X003","-0.011722446243098962","7.724232954155002","-0.009450277282529111","7.724232954155002","second_peak","0.15828170900249716","second_peak",""
"75","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","500","1682","0203-3-B5004","0203-3-B5004","-0.03732426389856337","5.623322780340687","-0.010622113313874873","5.623322780340687","second_peak","0.10359765603431179","second_peak",""
"76","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","2317","884","0203-5-B5003","0203-5-B5003","0.12154348567649984","7.105455408307904","-0.17346779964527131","7.105455408307904","second_peak","0.09677187036279218","second_peak",""
"77","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","476","2984","0203-4-B5001","0203-4-B5001","-0.003811911029737241","37.84561035276984","-0.06892035933678062","37.84561035276984","second_peak","0.07914796616558968","second_peak",""
"78","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","230","2755","0203-3-B5002","0203-3-B5002","-0.03583635956971886","3.172949653628372","-0.022557507513627832","3.172949653628372","second_peak","0.06310562768879498","second_peak",""
"79","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","855","3138","0203-4-B5003","0203-4-B5003","0.010065734567803974","3.810071337777749","-0.13008720817533384","3.810071337777749","second_peak","0.01974690641242267","sustained_response",""
"80","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","1909","73","0203-4-C5002","0203-4-C5002","0.06388593887596701","27.726349011055206","-0.13779229671597276","27.726349011055206","second_peak","0.009858000652083717","sustained_response",""
"81","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","845","2990","0203-3-C2002","0203-3-C2002","-0.029286783524212535","1.3791441376073519","-0.09595675715426318","1.3791441376073519","strong_first_peak","0.6070393247415086","sustained_response",""
"82","HPC 0212-2.npz","data/raw/hpc/HPC 0212-2.npz","354","3523","0212-2-B2-CA1","0212-2-B2-CA1","-0.13767088151960097","1.1787334444895725","-0.3180812844008907","1.1787334444895725","strong_first_peak","0.5900413734589717","sustained_response",""
"83","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","313","1166","0203-4-B2003","0203-4-B2003","-0.05462519352224692","1.691399416994258","-0.4441087343600423","1.691399416994258","strong_first_peak","0.5897754474612955","strong_first_peak",""
"84","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","835","3252","0120-5-CA1006","0120-5-CA1006","-0.036214318434395036","1.034918934938283","-0.28059087616314954","1.034918934938283","strong_first_peak","0.5736956441222133","sustained_response",""
"85","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","1045","652","0203-4-C2001","0203-4-C2001","-0.03935252000016972","1.2530418137661208","-0.2807734759074341","1.2530418137661208","strong_first_peak","0.568439866709127","strong_first_peak",""
"86","HPC 0203-2.npz","data/raw/hpc/HPC 0203-2.npz","442","2336","0203-2-B2-40X002","0203-2-B2-40X002","-0.023125914162483854","1.408420742027028","-0.32277970112821763","1.408420742027028","strong_first_peak","0.5485711368581081","strong_first_peak",""
"87","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","2526","148","0203-5-C5002","0203-5-C5002","-0.02226251981104146","1.2156805619780628","-0.4741144088764693","1.2156805619780628","strong_first_peak","0.5398047997299072","sustained_response",""
"88","HPC 0212-5.npz","data/raw/hpc/HPC 0212-5.npz","1801","2938","0212-5-C2-40X001","0212-5-C2-40X001","-0.0501054786647174","1.1321881802740537","-0.10018539102260415","1.1321881802740537","strong_first_peak","0.5344137917665546","sustained_response",""
"89","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","2295","370","0203-5-B5003","0203-5-B5003","-0.05503836754744803","1.1638038250769125","-0.11563608889816399","1.1638038250769125","strong_first_peak","0.5308670567957615","sustained_response",""
"90","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","320","1542","0203-5-A2-DG","0203-5-A2-DG","-0.024851141421012465","0.9804765612768177","-0.1990595746772222","0.9804765612768177","strong_first_peak","0.5208910732542265","strong_first_peak",""
"91","HPC 0203-2.npz","data/raw/hpc/HPC 0203-2.npz","668","3655","0203-2-B2-40X003","0203-2-B2-40X003","-0.07429955083674594","1.1124562881684563","-0.058722687515980615","1.1124562881684563","strong_first_peak","0.5166758899926175","sustained_response",""
"92","HPC 0203-2.npz","data/raw/hpc/HPC 0203-2.npz","43","1680","0203-2-A5-40X001","0203-2-A5-40X001","0.007284951657540307","1.374809364237414","-0.25787138195775394","1.374809364237414","strong_first_peak","0.3252124545286265","strong_first_peak",""
"93","HPC 0212-5.npz","data/raw/hpc/HPC 0212-5.npz","2607","1977","0212-5-C5-40X002","0212-5-C5-40X002","-0.003578831204180257","1.0153218297180302","-0.056913427887731","1.0153218297180302","strong_first_peak","0.2542733203413638","sustained_response",""
"94","HPC 0120-3.npz","data/raw/hpc/HPC 0120-3.npz","53","2503","0120-3-CA1001","0120-3-CA1001","-0.012946999016249771","2.1757142879334364","-0.04210683402298467","2.1757142879334364","strong_first_peak","0.2038701050173496","strong_first_peak",""
"95","HPC 0212-5.npz","data/raw/hpc/HPC 0212-5.npz","2449","1873","0212-5-C5-40X001","0212-5-C5-40X001","-0.1719123408969873","2.062636006782619","-0.2965556996916112","2.062636006782619","strong_first_peak","0.1601896752613385","strong_first_peak",""
"96","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","292","761","0203-4-B2003","0203-4-B2003","0.052510571634927596","1.1679172296896152","-0.22144932226304087","1.1679172296896152","strong_first_peak","0.1271195548462288","sustained_response",""
"97","HPC 0212-4.npz","data/raw/hpc/HPC 0212-4.npz","99","1871","0212-4-C2-40X002","0212-4-C2-40X002","0.003420791145972204","1.924198620430067","-0.12248379345608111","1.924198620430067","strong_first_peak","0.09700189886425807","sustained_response",""
"98","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","672","3227","0203-4-B5002","0203-4-B5002","0.04619320335677193","0.6819267211215273","-0.057800136442118843","0.6819267211215273","strong_first_peak","0.07017325054032957","sustained_response",""
"99","HPC 0212-5.npz","data/raw/hpc/HPC 0212-5.npz","612","10","0212-5-B2-40X005","0212-5-B2-40X005","0.2771288074415325","0.5076862172316146","-0.290004822280568","0.5076862172316146","strong_first_peak","0.046345673172435715","strong_first_peak",""
"100","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","2136","2312","0203-4-C5003","0203-4-C5003","0.01072904843515725","1.3897767974214867","-0.18280814610763144","1.3897767974214867","strong_first_peak","0.02389787653762386","strong_first_peak",""
"101","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","512","2047","0203-3-B5004","0203-3-B5004","0.008522003439737037","2.0169279343213073","-0.032157023465727866","2.0169279343213073","sustained_response","0.7011187845731202","sustained_response",""
"102","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","666","1393","0203-5-A2002","0203-5-A2002","0.0029506302012369387","1.589825309862266","-0.02998364252150088","1.589825309862266","sustained_response","0.6556213135306017","sustained_response",""
"103","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","536","1403","0203-5-A2001","0203-5-A2001","-0.08233959577865188","1.7503566667230943","-0.018916207505263613","1.7503566667230943","sustained_response","0.6383800861079031","sustained_response",""
"104","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","1938","714","0203-4-C5002","0203-4-C5002","-0.08072695878236252","1.8201180636075167","-0.016508954903204157","1.8201180636075167","sustained_response","0.6044460848099761","sustained_response",""
"105","HPC 0120-3.npz","data/raw/hpc/HPC 0120-3.npz","2","25","0120-3-CA1001","0120-3-CA1001","-0.323598504850928","2.427563957288865","-0.04366237153045244","2.427563957288865","sustained_response","0.5933914841109487","sustained_response",""
"106","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","2337","1375","0203-5-B5003","0203-5-B5003","-0.03081576506045968","1.808621344949216","-0.020526588725049096","1.808621344949216","sustained_response","0.5890024243824481","sustained_response",""
"107","HPC 0203-2.npz","data/raw/hpc/HPC 0203-2.npz","416","1705","0203-2-B2-40X002","0203-2-B2-40X002","-0.02990038084868064","2.314553118010112","-0.010037955010680801","2.314553118010112","sustained_response","0.5859314114704273","sustained_response",""
"108","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","2592","3317","0203-4-D2003","0203-4-D2003","-0.06006984554361022","1.4360716670952967","-0.008284185796892246","1.4360716670952967","sustained_response","0.5765825187895526","sustained_response",""
"109","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","59","1261","0203-4-B2001","0203-4-B2001","0.018053260900230697","1.687786400068157","-0.030039557916291183","1.687786400068157","sustained_response","0.5714988441915697","sustained_response",""
"110","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","596","3039","0203-5-A2001","0203-5-A2001","0.00804704583736973","2.026115148599413","-0.05601546026539997","2.026115148599413","sustained_response","0.5596936145708672","sustained_response",""
"111","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","2352","1783","0203-5-B5003","0203-5-B5003","0.0010968408637688542","2.261231433441812","-0.04681253467972876","2.261231433441812","sustained_response","0.5548126640854841","sustained_response",""
"112","HPC 0203-2.npz","data/raw/hpc/HPC 0203-2.npz","437","2193","0203-2-B2-40X002","0203-2-B2-40X002","-0.01632773411324938","1.9987092753337619","-0.03917649287952915","1.9987092753337619","sustained_response","0.3445005373204811","sustained_response",""
"113","HPC 0212-2.npz","data/raw/hpc/HPC 0212-2.npz","181","1380","0212-2-B2-CA1002","0212-2-B2-CA1002","-0.09041208206074378","2.0840014709074217","-0.08250181189508882","2.0840014709074217","sustained_response","0.23689216412102712","sustained_response",""
"114","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","192","1326","0112-5-CA1002","0112-5-CA1002","-0.044527645027798546","2.5253774673098146","-0.06351320214973569","2.5253774673098146","sustained_response","0.1806399627837884","sustained_response",""
